graph,best_known,algorithm,best_colors,avg_colors,std_colors,avg_conflicts,avg_time,std_time,deviation_best,deviation_avg
gc_70_9,28,Greedy,32,32.0,,0.0,0.0017919540405273438,,14.285714285714285,14.285714285714285
gc_70_9,28,Tabu Search,30,30.0,,0.0,25.685939073562622,,7.142857142857142,7.142857142857142
gc_70_9,28,ACO,29,29.0,,0.0,318.576238155365,,3.571428571428571,3.571428571428571
